product_id,model_name,paradigm,MAE,RMSE,SMAPE
R11002,arima,local,273.73594301745976,297.4404356064996,15.852589957705945
R11002,lightgbm,local,448.2239431786564,512.7149105751612,26.357413085778205
R11002,random_forest,local,420.15395761205656,477.0120220423989,24.84384242123183
R11002,mlp,local,311.2648655706273,346.9678869928089,19.2017611493402
R11002,lstm,local,342.9891456687843,397.46214241190336,20.145066048854694
R11002,gru,local,404.5313243153331,451.4936450232765,24.365439266563232
R11003,baseline,local,273.8534798534798,297.70422129659084,15.9555530300505
R11003,arima,local,273.8240474677984,297.48943011433187,15.953256611661583
R11003,lightgbm,local,449.0771861627186,513.2623069267299,26.56673907196717
R11003,random_forest,local,427.4300189607009,482.7353627354005,25.36579936091181
R11003,mlp,local,283.5714913504464,316.9955051926856,17.338597560960828
R11003,lstm,local,331.1637667589572,374.6251077640751,19.54831267830686
R11003,gru,local,376.2933346926511,426.1111670865954,22.53277526692332
R11004,baseline,local,273.8534798534798,297.70422129659084,16.44235303665131
R11004,arima,local,273.8240474677984,297.48943011433187,16.439989383411064
R11004,lightgbm,local,449.0771861627186,513.2623069267299,27.38241368328228
R11004,random_forest,local,427.4300189607009,482.7353627354005,26.148117971794974
R11004,mlp,local,350.2668369391026,383.7641480666452,24.123895266296028
R11004,lstm,local,367.1980854188129,419.3747432586465,22.517079884296297
R11004,gru,local,381.8449054201007,429.30864928330845,23.707585947247072
R11005,baseline,local,273.8534798534798,297.70422129659084,16.050557013932483
R11005,arima,local,273.8240578956289,297.48946210655447,16.04824805067047
R11005,lightgbm,local,449.8600473897844,514.197820881707,26.781004120767975
R11005,random_forest,local,424.5384883235821,479.96909074795786,25.36443528031736
R11005,mlp,local,286.1546650533711,316.3709581487443,17.781335716910466
R11005,lstm,local,339.5247902894631,389.55957007744473,20.16810069859557
R11005,gru,local,363.37740795987867,415.3917733343151,21.79736503001213
R11006,baseline,local,273.9267399267399,297.7578063505384,16.547682759291472
R11006,arima,local,273.89465901678307,297.54402663142235,16.545147281906434
R11006,lightgbm,local,449.1250200917875,513.237536353209,27.555604222303923
R11006,random_forest,local,427.5459115125935,482.80619443183775,26.317229315295368
R11006,mlp,local,361.3976187346183,403.1399478509799,24.16644362922368
R11006,lstm,local,347.43035293970354,402.1933911152074,21.31487903027041
R11006,gru,local,379.1187561705872,432.067268593904,23.55975889637713
